iso,sector,fuel,units,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012
sdn,industry,light oil,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sdn,industry,refined liquids,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sdn,out_electricity generation,elec_hydro,kt/kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sdn,out_electricity generation,refined liquids,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sdn,out_resources,biomass,kt/kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sdn,out_resources,biomass_tradbio,kt/TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sdn,out_resources,diesel,kt/kt,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
sdn,out_resources,gas,kt/TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sdn,out_resources,heavy oil,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
sdn,out_resources,light oil,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sdn,out_resources,refined liquids,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sdn,process_emission,diesel,kt/kt,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
sdn,process_emission,heavy oil,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
sdn,process_emission,refined liquids,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sdn,transportation,diesel,kt/kt,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
sdn,transportation,heavy oil,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
sdn,transportation,light oil,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sen,aviation,refined liquids,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sen,domestic,biomass,kt/kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sen,domestic,biomass_tradbio,kt/TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sen,domestic,diesel,kt/kt,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
sen,domestic,heavy oil,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
sen,domestic,light oil,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sen,domestic,refined liquids,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sen,energy,biomass_tradbio,kt/TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sen,energy,gas,kt/TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sen,energy,heavy oil,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
sen,in_electricity generation,biomass_tradbio,kt/TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sen,in_electricity generation,diesel,kt/kt,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
sen,in_electricity generation,gas,kt/TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sen,in_electricity generation,heavy oil,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
sen,in_electricity generation,refined liquids,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sen,in_industry_general,diesel,kt/kt,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
sen,in_industry_general,heavy oil,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
sen,in_industry_general,light oil,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sen,in_industry_general,refined liquids,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sen,in_industry_general,soft coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
sen,in_trn_international air,light oil,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sen,in_trn_international air,refined liquids,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sen,in_trn_international ship,diesel,kt/kt,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
sen,in_trn_international ship,heavy oil,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
sen,industry,diesel,kt/kt,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
sen,industry,heavy oil,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
sen,industry,light oil,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sen,industry,refined liquids,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sen,out_electricity generation,biomass_tradbio,kt/TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sen,out_electricity generation,elec_hydro,kt/kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sen,out_electricity generation,elec_solar PV,kt/kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sen,out_electricity generation,gas,kt/TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sen,out_electricity generation,refined liquids,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
sen,out_resources,biomass,kt/kt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sen,out_resources,biomass_tradbio,kt/TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sen,out_resources,diesel,kt/kt,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
sen,out_resources,gas,kt/TJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
