Sulfur Content,,,,,,,,,,,,,
Pollutant: SO2,,,,,,,,,,,,,
Scenario: TSAP_Consultation_2014_v2 (ID: TSAP_Consultation_2014_v2),,,,,,,,,,,,,
Region: EU-28,,,,,,,,,,,,,
UserID: zig,,,,,,,,,,,,,
Unit: [%],,,,,,,,,,,,,
cou_abb,reg_abb,fuel,CON_COMB,PP_EX_WB,PP_EX_OTH,PP_NEW,PP_IGCC,DOM,TRA_RD,TRA_OT,TRA_OTS,IN_BO,IN_OC
NETH,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,0.02
NETH,WHOL,HF,2.5,n.a,1.7,1.7,n.a,1.7,n.a,2.7,2.6,1.59,1.59
NETH,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,MD,0.3,n.a,0.3,0.3,n.a,0.3,0.3,0.3,0.6,0.3,0.3
NETH,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.01,0.01
NETH,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
NETH,WHOL,SUM,7.784,2.75,6.968,6.968,0,6.984,0.31,6.86,3.2,6.874,6.219
POLA,WHOL,BC1,0.65,n.a,0.65,0.65,n.a,0.65,n.a,0.65,n.a,0.65,0.65
POLA,WHOL,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
POLA,WHOL,HC1,0.9,1.27,1.27,1.27,n.a,1.1,n.a,0.9,n.a,1,1
POLA,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
POLA,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
POLA,WHOL,DC,0.8,n.a,0.8,0.8,n.a,0.85,n.a,0.8,n.a,0.85,0.85
POLA,WHOL,OS1,0.03,n.a,0.03,0.03,n.a,0.03,n.a,n.a,n.a,0.03,0.03
POLA,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
POLA,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,HF,2.5,n.a,2.5,2.5,n.a,1,n.a,1,1,2.5,2.5
POLA,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,MD,0.6,n.a,0.6,0.6,n.a,0.6,0.6,0.6,0.6,0.6,0.6
POLA,WHOL,GSL,0.1,n.a,0.1,0.1,n.a,0.1,0.1,0.1,n.a,0.1,0.1
POLA,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
POLA,WHOL,SUM,8.68,3.27,9.05,9.05,0,7.43,0.7,6.05,1.6,8.83,8.83
PORT,WHOL,BC1,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
PORT,WHOL,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
PORT,WHOL,HC1,0.65,0.65,0.65,0.65,n.a,0.65,n.a,0.65,n.a,0.65,0.65
PORT,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
PORT,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
PORT,WHOL,DC,1,n.a,1,1,n.a,1,n.a,1,n.a,1,1
PORT,WHOL,OS1,0.03,n.a,0.03,0.03,n.a,0.03,n.a,n.a,n.a,0.03,0.03
PORT,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
PORT,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
PORT,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
PORT,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
PORT,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
PORT,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
PORT,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
PORT,WHOL,OS2,0.001,n.a,0.001,0.001,n.a,0.001,n.a,n.a,n.a,0.001,0.001
PORT,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
PORT,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
PORT,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
PORT,WHOL,GAS,0.2,n.a,0.006,0.006,n.a,0.006,0.006,0.006,n.a,0.006,0.006
PORT,WHOL,HF,3.8,n.a,2.710197342,2.26,n.a,2.26,n.a,2.26,2.26,2.26,2.26
PORT,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
PORT,WHOL,MD,0.3,n.a,0.3,0.3,n.a,0.3,0.3,0.3,0.3,0.3,0.3
PORT,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.05,0.05,n.a,0.01,0.01
PORT,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
PORT,WHOL,SUM,9.991,2.65,8.707197342,8.257,0,8.257,0.356,7.266,2.56,8.257,8.257
ROMA,WHOL,BC1,1.45,n.a,1.45,1.45,n.a,1.3,n.a,2.8,n.a,2.8,2.8
ROMA,WHOL,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
ROMA,WHOL,HC1,1.7,1.7,1.7,1.7,n.a,1.7,n.a,1.7,n.a,1.7,1.7
ROMA,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
ROMA,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
ROMA,WHOL,DC,0.8,n.a,0.8,0.8,n.a,0.8,n.a,0.8,n.a,0.8,0.8
ROMA,WHOL,OS1,0.03,n.a,0.03,0.03,n.a,0.016,n.a,n.a,n.a,0.03,0.03
ROMA,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ROMA,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ROMA,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ROMA,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ROMA,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ROMA,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ROMA,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ROMA,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
ROMA,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ROMA,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ROMA,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ROMA,WHOL,GAS,0,n.a,0,0,n.a,0,0,0,n.a,0,0
ROMA,WHOL,HF,3,n.a,2.5,2.5,n.a,1.5,n.a,1.5,1.5,2.5,2.5
ROMA,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ROMA,WHOL,MD,0.6,n.a,0.6,0.6,n.a,0.6,0.6,0.6,0.6,0.6,0.6
ROMA,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.01,0.01
ROMA,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
ROMA,WHOL,SUM,10.69,3.7,10.19,10.19,0,9.026,0.61,9.41,2.1,11.54,11.54
SKRE,WHOL,BC1,1.52,n.a,1.52,1.52,n.a,1.7,n.a,2.1,n.a,1.52,1.52
SKRE,WHOL,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
SKRE,WHOL,HC1,1,1.5,1.5,1.5,n.a,1,n.a,1,n.a,1,1
SKRE,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
SKRE,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
SKRE,WHOL,DC,1.5,n.a,1.5,1.5,n.a,1.5,n.a,1.5,n.a,1.5,1
SKRE,WHOL,OS1,0.03,n.a,0.03,0.03,n.a,0.03,n.a,n.a,n.a,0.03,0.03
SKRE,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
SKRE,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,GAS,0.1,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,HF,3,n.a,2.6,2.6,n.a,2.6,n.a,2.6,2.6,2.24,2.24
SKRE,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,MD,0.6,n.a,0.6,0.6,n.a,0.6,0.51,0.51,0.6,0.6,0.6
SKRE,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.01,0.01
SKRE,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SKRE,WHOL,SUM,10.86,3.5,10.86,10.86,0,10.54,0.52,9.72,3.2,10,9.5
SLOV,WHOL,BC1,1.4,n.a,1.4,1.4,n.a,1,n.a,1,n.a,1.4,1.4
SLOV,WHOL,BC2,3.1,n.a,3.1,3.1,n.a,1,n.a,n.a,n.a,3.1,3.1
SLOV,WHOL,HC1,0.4,1.2,0.4,0.4,n.a,1.2,n.a,1.2,n.a,0.4,0.4
SLOV,WHOL,HC2,1.4,1,1.4,1.4,n.a,1,n.a,1,n.a,1.4,1.4
SLOV,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
SLOV,WHOL,DC,1,n.a,1,1,n.a,1,n.a,1,n.a,0.3,0.3
SLOV,WHOL,OS1,0.0233,n.a,0.0233,0.0233,n.a,0.0233,n.a,n.a,n.a,0.0233,0.0233
SLOV,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
SLOV,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,HF,3.5,n.a,3.5,3.5,n.a,1.5,n.a,2.5,2.5,2.5,2.5
SLOV,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,MD,0.7,n.a,0.7,0.7,n.a,0.7,0.7,0.7,0.7,0.7,0.7
SLOV,WHOL,GSL,0.03,n.a,0.03,0.03,n.a,0.03,0.03,0.03,n.a,0.03,0.03
SLOV,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SLOV,WHOL,SUM,12.6533,3.2,12.6533,12.6533,0,8.5533,0.73,8.43,3.2,10.9533,10.9533
SPAI,WHOL,BC1,4.2,n.a,4.2,4.2,n.a,3.5,n.a,3.5,n.a,3.5,3.5
SPAI,WHOL,BC2,1,n.a,1,1,n.a,1,n.a,n.a,n.a,1,1
SPAI,WHOL,HC1,1,1,1,1,n.a,1,n.a,1,n.a,0.98,0.98
SPAI,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
SPAI,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
SPAI,WHOL,DC,0.8,n.a,0.8,0.8,n.a,0.8,n.a,0.8,n.a,0.8,0.8
SPAI,WHOL,OS1,0.03,n.a,0.03,0.03,n.a,0.03,n.a,n.a,n.a,0.03,0.03
SPAI,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SPAI,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SPAI,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SPAI,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SPAI,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SPAI,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SPAI,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SPAI,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
SPAI,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SPAI,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SPAI,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SPAI,WHOL,GAS,0,n.a,0,0,n.a,0,0,0,n.a,0,0
SPAI,WHOL,HF,2.9,n.a,3.5,3.5,n.a,3.5,n.a,3.5,3.5,2.6,2.6
SPAI,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SPAI,WHOL,MD,0.5,n.a,0.5,0.5,n.a,0.5,0.5,0.5,0.5,0.5,0.5
SPAI,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.01,0.01
SPAI,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SPAI,WHOL,SUM,12.54,3,13.14,13.14,0,12.44,0.51,11.31,4,11.52,11.52
SWED,WHOL,BC1,0.3,n.a,0.3,0.3,n.a,0.3,n.a,0.3,n.a,0.3,0.3
SWED,WHOL,BC2,0.105,n.a,0.105,0.105,n.a,0.105,n.a,n.a,n.a,0.105,0.105
SWED,WHOL,HC1,0.9,0.9,0.9,0.9,n.a,0.9,n.a,0.9,n.a,0.9,0.9
SWED,WHOL,HC2,1,1,1,1,n.a,1,n.a,1,n.a,1,1
SWED,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
SWED,WHOL,DC,0.7,n.a,0.7,0.7,n.a,0.7,n.a,0.7,n.a,0.7,0.7
SWED,WHOL,OS1,0.015,n.a,0.015,0.015,n.a,0.015,n.a,n.a,n.a,0.015,0.015
SWED,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,OS2,0.1,n.a,0.1,0.1,n.a,0.1,n.a,n.a,n.a,0.1,0.1
SWED,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,GAS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,HF,2,n.a,1.6,1.6,n.a,1,n.a,1,1.2,1.94,1.94
SWED,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,MD,0.3,n.a,0.3,0.3,n.a,0.3,0.3,0.3,0.6,0.3,0.3
SWED,WHOL,GSL,0.01,n.a,0.01,0.01,n.a,0.01,0.01,0.01,n.a,0.01,0.01
SWED,WHOL,LPG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
SWED,WHOL,SUM,6.43,2.9,6.03,6.03,0,5.43,0.31,5.21,1.8,6.37,6.37
UNKI,WHOL,BC1,0.45,n.a,0.45,0.45,n.a,0.45,n.a,0.45,n.a,0.45,0.45
UNKI,WHOL,BC2,1,n.a,1,1,n.a,0.00678,n.a,n.a,n.a,1,1
UNKI,WHOL,HC1,1.208340592,1.6,1.6,0.874617459,n.a,1.01949528,n.a,1.45,n.a,1.198592848,1.199321766
UNKI,WHOL,HC2,1,1,1,1,n.a,5.77,n.a,1,n.a,1,1
UNKI,WHOL,HC3,1,1,1,1,n.a,1,n.a,1,n.a,1,1
UNKI,WHOL,DC,1.433,n.a,0.95,0.95,n.a,0.8,n.a,0.8,n.a,1.38,1.38
UNKI,WHOL,OS1,0.02,0.02,0.01207413,0.01207413,n.a,0.002,0.02,0.02,0.02,0.005458824,0.005465257
UNKI,WHOL,ARD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
UNKI,WHOL,BGS,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
UNKI,WHOL,BIOG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
UNKI,WHOL,BMG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
UNKI,WHOL,CHCOA,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
UNKI,WHOL,DNG,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
UNKI,WHOL,FWD,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
UNKI,WHOL,OS2,0.1,n.a,0.025229804,0.025229804,n.a,0.1,n.a,n.a,n.a,0.1,0.1
UNKI,WHOL,BLIQ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
UNKI,WHOL,WSFNR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
UNKI,WHOL,WSFR,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
UNKI,WHOL,GAS,0.089483077,n.a,0.002,0.002,n.a,0.002,n.a,n.a,n.a,0.03,0.0019
UNKI,WHOL,HF,1.485261391,n.a,2.672333484,2.672333484,n.a,1.396414853,n.a,2.16,2.82,2.16,2.16
UNKI,WHOL,H2,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
UNKI,WHOL,MD,0.2,n.a,0.502437459,0.502437459,n.a,0.2,0.004,0.132,0.97,0.2,0.2
UNKI,WHOL,GSL,0.01,0.01,0.01,0.01,n.a,0.011,0.011,0.011,0.01,0.025727664,0.021
UNKI,WHOL,LPG,0.03,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a
UNKI,WHOL,SUM,8.02608506,3.63,9.224074876,8.498692334,0,10.75769013,0.035,7.023,3.82,8.549779336,8.517687023
 , ,ALL SUM,267.3009184,87.44384211,264.6463956,262.0208157,0,238.1649901,17.521,221.781,83.45,253.2857135,251.9474683
 ,,,,,,,,,,,,,
Scenario Definition,,,,,,,,,,,,,
cou_abb,reg_abb,Emission Vector,Control Strategy,AGR,ENE,MOB,PROC,VOCP,,,,,
AUST,WHOL,Nov-14,AUST_TS_Aug14,CAPRI_ref140613_C14_v2,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,GAINS_P13_C14,,,,,
BELG,WHOL,Nov-14,BELG_TS_Aug14_v2,CAPRI_ref140613_C14_v2,EUCLIMIT_P13_REF_C14_v2,EUCLIMIT_P13_REF_C14_v2,EUCLIMIT_P13_REF_C14_v2,TS_NAT_AUG12,,,,,
BULG,WHOL,Nov-14,BULG_TS_Aug14,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,GAINS_P13_C14,,,,,
CROA,WHOL,Nov-14,CROA_TS_Aug14_v2,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,TS_NAT_Aug14_v2,,,,,
CYPR,WHOL,Nov-14,CYPR_TS_Aug14_v2,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,GAINS_P13_C14,,,,,
CZRE,WHOL,Nov-14,CZRE_TS_Aug14_v2,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,GAINS_P13_C14,,,,,
DENM,WHOL,Nov-14,DENM_TS_Aug14,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,PRIMES_REFERENCE_upMAY12,,,,,
ESTO,WHOL,Nov-14,ESTO_TS_Aug14_v2,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14_v2,EUCLIMIT_P13_REF_C14_v2,EUCLIMIT_P13_REF_C14_v2,TS_NAT_Aug14,,,,,
FINL,WHOL,NOV14FIN,FINL_TS_Aug14,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,GAINS_P13_C14,,,,,
FRAN,WHOL,NOV14FRAN,FRAN_TS_Aug14_v2,CAPRI_ref140613_C14_v2,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,GAINS_P13_C14,,,,,
GERM,WHOL,Nov-14,GERM_TS_Aug14_v2,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14_v2,EUCLIMIT_P13_REF_C14_v2,EUCLIMIT_P13_REF_C14_v2,GAINS_P13_C14,,,,,
GREE,WHOL,Nov-14,GREE_TS_Aug14,CAPRI_ref140613,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,PRIMES_REFERENCE_upMAY12,,,,,
HUNG,WHOL,Nov-14,HUNG_TS_Aug14,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14_v2,GAINS_P13_C14,,,,,
IREL,WHOL,NOV14IRL,IREL_TS_Aug14,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,GAINS_P13_C14,,,,,
ITAL,WHOL,Nov-14,ITAL_TS_Aug14,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,TS_NAT_AUG12,,,,,
LATV,WHOL,Nov-14,LATV_TS_Aug14,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,GAINS_P13_C14,,,,,
LITH,WHOL,Nov-14,LITH_TS_Aug14_v2,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,GAINS_P13_C14,,,,,
