Annual Net emissions/removals in kt
Query results for — Party: Australia and 44 other(s) | Year: Base year and 29 other(s) | Category: 1.  Energy and 279 other(s) | Classification: Total for category | Type of value: Net emissions/removals | Gas: CO₂ | Unit: kt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Year,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Last Inventory Year (2018)
Italy,1.A.4.b.ii  Off-road Vehicles and Other Machinery,33.12221509875667,33.12221509875667,36.38166939752503,39.96197340077041,40.67099167819715,40.67099167819715,40.5960451333356,40.5960451333356,37.47327243077132,34.35049972820706,31.22772702564278,26.8535574216,20.5350733224,15.796210248,12.6369681984,11.0573471736,11.0573471736,7.898105124,6.3184840992,6.3184840992,4.7388630744,4.7388630744,4.10701466448,4.19127096103607,4.19127096103607,4.19127096103607,4.19127096103607,2.57924366832989,2.57924366832989,2.57924366832989
Italy,1.A.4.b.iii  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.A.4.c  Agriculture/Forestry/Fishing,8351.639483798868,8351.639483798868,7715.86349617245,7909.851399218667,8598.685050020089,8595.869872756683,8751.342231486857,8779.174892608176,8506.183684507954,8446.957167764027,8235.901355533026,8111.042186274447,8416.191111410337,8372.75850278513,8418.622658387409,8379.975000429966,8454.458046603531,8328.061015338377,7934.940885561811,7679.187280607753,7760.341891283584,7342.318036942308,7194.845689692836,6866.102820799464,6795.210536300836,6797.932050312568,6932.570971946302,7008.039320070519,7028.862272411951,7426.394743100152
Italy,1.A.4.c.i  Stationary,678.7022231458616,678.7022231458616,778.2669012351755,662.8043585759256,613.6982710667468,567.0676760376589,584.7024495722983,574.997438309661,561.5634442554366,567.9602342325915,535.2437857996433,485.42336486101385,487.66588657296785,486.86473632228063,513.8796335384235,524.1013571563494,598.5880651889313,551.0878624064078,560.3096997178269,515.9799675328967,522.9839365185267,530.9634079060907,493.31184263517144,472.28911487115784,464.3004203539662,426.1346008777644,491.65844861825695,377.1983749371553,385.4406092822994,389.82564258651007
Italy,1.A.4.c.ii  Off-road Vehicles and Other Machinery,7056.482359170064,7056.482359170064,6280.461928381854,6611.816862972501,7337.239750491571,7337.24619048689,7459.43771219301,7528.267511555797,7237.418170530969,7203.086990788717,6980.938649220302,6991.347203106049,7130.163436619617,7153.799162247361,7194.737481967585,7079.597254530936,7082.749172862504,7029.100647763561,6658.314482581416,6478.442749859112,6546.285893027161,6240.190952681498,6130.37383256196,5874.85908858144,5874.780213495101,5896.796469988603,5984.782620876277,6121.3218662837135,6152.773661274433,6517.614483166775
Italy,1.A.4.c.iii  Fishing,616.4549014829423,616.4549014829423,657.1346665554206,635.23017767024,647.7470284617718,691.5560062321331,707.2020697215479,675.9099427427184,707.2020697215479,675.9099427427184,719.7189205130798,634.271618307384,798.3617882177522,732.0946042154881,710.0055428814001,776.2763887426801,773.120808552096,747.872505168408,716.3167032625681,684.764563215744,691.0720617378961,571.1636763547201,571.1600144957041,518.9546173468663,456.1299024517684,475.0009794461999,456.1299024517684,509.51907884965055,490.6480018552191,518.9546173468663
Italy,1.A.5  Other (Not specified elsewhere),1071.185712040878,1071.185712040878,1231.3760625922127,1320.5350250069168,1493.3518101740888,1511.4015358680679,1495.9565133747262,1225.5427602698041,1268.7248703546006,1077.1314073996102,1157.5217140314628,837.4594014238269,368.303404692334,327.8607530563084,684.1331994800079,1121.8699257501632,1232.6080117626284,1010.6719611680807,921.7025952439868,759.184069242936,868.4580149657087,651.8963598514486,514.8776039751438,334.6751698048523,584.8294081101956,573.3210059560654,459.33991172323556,515.3792855071952,325.9148552039056,340.7617398472611
Italy,1.A.5.a  Stationary,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.A.5.b  Mobile,1071.185712040878,1071.185712040878,1231.3760625922127,1320.5350250069168,1493.3518101740888,1511.4015358680679,1495.9565133747262,1225.5427602698041,1268.7248703546006,1077.1314073996102,1157.5217140314628,837.4594014238269,368.303404692334,327.8607530563084,684.1331994800079,1121.8699257501632,1232.6080117626284,1010.6719611680807,921.7025952439868,759.184069242936,868.4580149657087,651.8963598514486,514.8776039751438,334.6751698048523,584.8294081101956,573.3210059560654,459.33991172323556,515.3792855071952,325.9148552039056,340.7617398472611
Italy,Waste Incineration with Energy Recovery included as Biomass,336.50201918666704,336.50201918666704,405.11416612333386,380.20082433666715,521.7630351266673,555.4618002266673,636.849179633334,724.7539098800008,762.5198414166676,878.8888274833342,1001.7945037100012,1161.0935569566677,1315.0195024633344,1396.8506118233342,1499.079868953335,1629.7830515633354,1701.8392090700015,1744.0316960733353,1761.5472107566682,1803.2830749266677,2059.395462457669,2301.3523272740035,2522.1699186016695,1989.26490675,2016.81814125,2202.7342425,2196.4996625,2082.2202225,2022.0006125,2157.4028883313
Italy,Waste Incineration with Energy Recovery included as Fossil Fuels,529.8208572475,529.8208572475,577.0296482755,570.821011,683.3015881245,716.9883562443,798.3432807719,874.4159239798,912.9126644977,987.8490309509,1103.5469807208,1340.8632130471,1607.1232504259,1625.7213035911,1949.7965296709,2665.9629676159,2799.2732069576,2850.6617808983,3980.9970434397,3987.6986460993,3918.3656801947,5017.3774632866,4498.732419122,4702.2894737818,4992.2971062364,5276.0903666048,5476.996928857,5742.657180558,5704.1724692908,5819.9798996477
Italy,1.AB  Fuel Combustion - Reference Approach,398861.6222470348,398861.6222470348,396179.0997029668,402367.97845677374,394619.2193599827,388428.76428414846,409487.2616449092,408137.379005211,411885.8332953716,421056.99343143485,422940.69408046943,425916.7838059806,435067.78836897865,438073.51921438734,450848.1823560672,452867.9705555716,453396.4721048381,450848.025843574,439332.23082918976,434486.397470384,393526.2015115602,402239.21277746157,391661.30302544206,372169.69217653084,343750.7115975033,322429.25695836474,328251.7232862885,330588.5539129388,327423.41243394295,318981.7292368443
Italy,"1.AD  Feedstocks, Reductants and Other Non-energy Use of Fuels",4116.269354351292,4116.269354351292,3992.9836478724947,3973.6355190380227,3255.215547095567,2907.2959092091137,2878.304614739215,2533.946811333745,2611.469271195376,2552.35429912322,2466.141305215192,2554.7400421944935,2482.4199965020143,2554.5418246347126,2711.049044638873,2794.484512419785,2773.003026809917,2759.4852588363283,2749.9974075226987,2471.610809386161,2100.665128150219,2322.392767405338,2244.00005521804,2120.092604366852,2114.036429650685,2180.248999681965,1920.6711995151263,2105.6986576181816,2174.4706662143517,2294.246567611743
Italy,1.B  Fugitive Emissions from Fuels,4047.63449892349,4047.63449892349,3979.914160539585,3956.0850973962,4179.991194331091,4070.157755510013,4002.3977140197594,3850.3619896367904,4012.5766191165153,3886.826803254708,3108.6791915017398,3261.9181090931343,3070.8726671440413,2842.968384879229,3383.52173269043,2646.0312873633407,2557.067047753933,2591.4845151728077,2526.2902267870472,2596.1286953147937,2231.6001338080023,2377.065784988352,2615.2424650096655,2527.8551259024016,2701.6701793283028,2501.2140935175494,2574.356120546627,2188.7842013373306,2351.3775979434013,2295.2719706797884
Italy,1.B.1  Solid Fuels,0.43289510466052,0.43289510466052,0.33783270165003,0.50883750288921,0.20657049146063,0.09999748715752,0.06436963993672,0.0530452620047,0.03207804695554,0.00430096718957,0.00340493235841,0.3331457502255,0.39280788482954,0.46063082897277,0.70648900149198,0.27694368858486,0.26846582056695,0.05934507612533,0.44650104894293,0.33063685269825,0.20346883242969,0.28542155660276,0.25998795254905,0.22607648047744,0.20629478843566,0.24303221651324,0.2289024364834,"NO,NA","NO,NA","NO,NA"
Italy,1.B.1.a  Coal Mining and Handling,0.43289510466052,0.43289510466052,0.33783270165003,0.50883750288921,0.20657049146063,0.09999748715752,0.06436963993672,0.0530452620047,0.03207804695554,0.00430096718957,0.00340493235841,0.3331457502255,0.39280788482954,0.46063082897277,0.70648900149198,0.27694368858486,0.26846582056695,0.05934507612533,0.44650104894293,0.33063685269825,0.20346883242969,0.28542155660276,0.25998795254905,0.22607648047744,0.20629478843566,0.24303221651324,0.2289024364834,"NO,NA","NO,NA","NO,NA"
Italy,1.B.1.a.i  Underground Mines,0.16390544834613,0.16390544834613,0.05934507612533,0.31368111666244,0.02825956005968,"NO,NA","NO,NA","NO,NA","NO,NA","NO,NA","NO,NA",0.33063685269825,0.39280788482954,0.46063082897277,0.70648900149198,0.27694368858486,0.26846582056695,0.05934507612533,0.44650104894293,0.33063685269825,0.20346883242969,0.28542155660276,0.25998795254905,0.22607648047744,0.20629478843566,0.24303221651324,0.2289024364834,"NO,NA","NO,NA","NO,NA"
Italy,1.B.1.a.i.1  Mining Activities,0.14391697903563,0.14391697903563,0.0521078717198,0.27542732194751,0.02481327224752,NO,NO,NO,NO,NO,NO,0.29031528529602,0.34490448424057,0.40445633763463,0.62033180618808,0.24317006802573,0.23572608635147,0.0521078717198,0.39204970151087,0.29031528529602,0.17865556018217,0.25061404969998,0.22828210467721,0.19850617798019,0.18113688740692,0.2133941413287,0.20098750520494,NO,NO,NO
Italy,1.B.1.a.i.2  Post-Mining Activities,0.0199884693105,0.0199884693105,0.00723720440553,0.03825379471493,0.00344628781216,NO,NO,NO,NO,NO,NO,0.04032156740223,0.04790340058897,0.05617449133814,0.0861571953039,0.03377362055913,0.03273973421548,0.00723720440553,0.05445134743206,0.04032156740223,0.02481327224752,0.03480750690278,0.03170584787184,0.02757030249725,0.02515790102874,0.02963807518454,0.02791493127846,NO,NO,NO
Italy,1.B.1.a.i.3  Abandoned Underground Mines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,1.B.1.a.ii  Surface Mines,0.26898965631439,0.26898965631439,0.2784876255247,0.19515638622677,0.17831093140095,0.09999748715752,0.06436963993672,0.0530452620047,0.03207804695554,0.00430096718957,0.00340493235841,0.00250889752725,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.B.1.a.ii.1  Mining Activities,0.24829814429021,0.24829814429021,0.25706550048434,0.18014435651702,0.16459470590857,0.09230537276079,0.05941812917236,0.04896485723511,0.02961050488204,0.0039701235596,0.00314301448469,0.00231590540977,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.B.1.a.ii.2  Post-Mining Activities,0.02069151202418,0.02069151202418,0.02142212504036,0.01501202970975,0.01371622549238,0.00769211439673,0.00495151076436,0.00408040476959,0.0024675420735,0.00033084362997,0.00026191787372,0.00019299211748,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.B.1.b  Solid Fuel Transformation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,1.B.1.c  Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,1.B.2  Oil and Natural Gas and Other Emissions from Energy Production,4047.2016038188294,4047.2016038188294,3979.5763278379345,3955.5762598933106,4179.78462383963,4070.0577580228555,4002.333344379823,3850.308944374786,4012.5445410695597,3886.822502287518,3108.6757865693817,3261.584963342909,3070.479859259212,2842.5077540502557,3382.815243688938,2645.7543436747555,2556.798581933366,2591.4251700966825,2525.8437257381042,2595.7980584620955,2231.3966649755725,2376.7803634317493,2614.9824770571163,2527.629049421924,2701.463884539867,2500.971061301036,2574.1272181101435,2188.7842013373306,2351.3775979434013,2295.2719706797884
Italy,1.B.2.a  Oil,2401.977880385302,2401.977880385302,2340.249601629594,2250.5130865163,2510.5360335725377,2401.2954809540656,2343.5960358425095,2188.011495379606,2343.2411635661665,2209.0055191562465,1545.4802502019195,1750.113556580059,1623.7827815604876,1366.2080628469355,1937.187874598674,1241.0593319545405,1134.069953621363,1382.5056646973694,1270.6404812489454,1470.2950640391095,1115.8192493587865,1225.4783739918657,1478.6549683266549,1522.3292282073648,1784.1538423226477,1588.6922107044397,1767.1438360890365,1411.0542771106589,1670.9234618765827,1591.5823686346528
Italy,1.B.2.a.i  Exploration,0.011401128,0.011401128,0.022802144,0.028502624,0.017101608,0.01710172,NO,0.0114011,0.0114011,0.017101692,NO,NO,0.005700564,NO,0.011401044,0.005700536,NO,NO,NO,0.005700508,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.B.2.a.ii  Production,1.49423547837618,1.49423547837618,1.3865942633727,1.44076457878431,1.48540235272598,1.56698048540693,1.67608391160701,1.74505911538418,1.90379289609365,1.79974607021595,1.60538625633052,1.4679592102706,1.31129582842706,1.77054794050736,1.7830551598779,1.74292296022773,1.95603968772078,1.85060991766602,1.87563085153133,1.67819360579836,1.46597050809425,1.63670161564353,1.70187788459689,1.72989634717102,1.76360175989742,1.84803121012983,1.75355197756051,1.20516653822728,1.32972775765347,1.5015864144895
Italy,1.B.2.a.iii  Transport,0.05299235192574,0.05299235192574,0.05385210522104,0.05471185851634,0.05557161181164,0.05643136510695,0.05729111840225,0.0589951642221,0.06095857007305,0.06622139403016,0.06535144558892,0.06542986978839,0.06344741806043,0.06334490642827,0.06324239479611,0.06267045831285,0.07451643364238,0.07498977970345,0.07426939741406,0.07510517531124,0.07145351819202,0.07078762622215,0.06547844205802,0.06418761019394,0.06425156275044,0.06214449430999,0.0619156114762,0.06284797243148,0.06402211892932,0.06489782016349
Italy,1.B.2.a.iv  Refining / Storage,2400.419251427,2400.419251427,2338.786353117,2248.9891074549996,2508.977958,2399.6549673835516,2341.8626608125,2186.19604,2341.265011,2207.1224500000003,1543.8095125,1748.5801675,1622.40233775,1364.3741699999998,1935.330176,1239.248038,1132.0393975,1380.5800649999999,1268.690581,1468.53606475,1114.2818253325001,1223.77088475,1476.887612,1520.5351442499998,1782.325989,1586.782035,1765.3283685,1409.7862626,1669.529712,1590.0158843999998
Italy,1.B.2.a.v  Distribution of Oil Products,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,1.B.2.a.vi  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.B.2.b  Natural Gas,8.89357961257273,8.89357961257273,8.8698303914029,9.16711830387362,9.55949025427016,9.74477929176186,9.76873661041695,9.59032798534564,9.28205721713341,8.92119272508935,8.2752364509165,8.12953630682321,7.70683963555048,8.2505902384513,8.63323079158916,8.63733019358413,8.2336703966203,8.0270300815261,7.71399495374787,8.30750549313202,8.00465069769228,8.24922025499384,7.69381778881506,7.33768835442307,6.82741239899772,7.32624423562983,6.39560016906717,5.7358145598979,5.7202331131656,5.70399843284429
Italy,1.B.2.b.i  Exploration,0.096909168,0.096909168,0.142513512,0.119711088,0.074106884,0.034203244,0.068406488,0.091208436,0.085508012,0.051304908,0.039903836,0.017101972,0.017101664,0.02280206,0.022802088,0.028502624,0.011401184,0.039903668,0.0228022,0.022802116,0.00570062,0.005700536,NO,0.005700592,0.011401016,NO,8.4e-8,2.8e-8,0.005700564,0.011401016
Italy,1.B.2.b.ii  Production,1.418304308,1.418304308,1.4267754,1.4883,1.596811912,1.692234,1.671445278,1.657900764,1.579894,1.571448,1.445168,1.374812,1.274854,1.22508,1.147672,1.059517791678,0.980920839156,0.88855497332,0.789956120122,0.743775347576,0.648542626768,0.67772036992,0.68377574233,0.697873806432,0.631798738448,0.59742803632,0.563882093636,0.493722770882,0.463861802664,0.4553625681
Italy,1.B.2.b.iii  Processing,5.53484608,5.53484608,5.567904,5.808,6.23146112,6.60384,6.52271328,6.46985664,6.16544,6.13248,5.63968,5.36512,4.97504,4.7808,4.47872,4.13470357728,3.82798376256,3.4675316032,3.08275559072,2.90253794176,2.53089805568,2.6447624192,2.6683931408,2.72340997632,2.46555605248,2.3314264832,2.20051548736,1.92672300832,1.81019240064,1.777024656
Italy,1.B.2.b.iv  Transmission and Storage,0.2419111889115,0.2419111889115,0.22737936817392,0.22768007205155,0.19418802848724,0.17276811002313,0.16682445884914,0.15150799278194,0.17185054716891,0.13643780821353,0.14082713383154,0.18904046734746,0.16146508872757,0.29044701776275,0.38983717661106,0.5593535777135,0.48764545568704,0.62101520605272,0.68704957612364,0.8074404857813,0.78143610000459,0.85446069078342,0.70547215368192,0.71273648204797,0.62396003388323,0.70962199223611,0.64134742585725,0.58382866254343,0.59455497474304,0.62575471321803
Italy,1.B.2.b.v  Distribution,1.60160886766123,1.60160886766123,1.50525811122898,1.52342714382207,1.46292230978292,1.24173393773873,1.33934710556781,1.2198541525637,1.2793646579645,1.02952200887582,1.00965748108496,1.18346186747575,1.27837888282291,1.93146116068855,2.5941995269781,2.85525262291263,2.92571915521726,3.01002463095338,3.13143146678223,3.83094960201472,4.03807329523969,4.06657623909042,3.63617675200314,3.1979674976231,3.09469655818649,3.68776772387372,2.98985507821392,2.73154009015247,2.84592337111856,2.83445547952626
Italy,1.B.2.b.vi  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.B.2.c  Venting and Flaring,955.5492938209551,955.5492938209551,946.3527208169379,986.4420425731369,1050.6398680128223,1112.5050477770283,1115.2490719268962,1116.767221009834,1095.01492028626,1077.1591904061825,984.2408999165456,928.7462704560265,854.8359380631738,886.7252009648691,846.599538298675,793.9510815266309,778.8339029907572,715.56649930787,665.6184176997057,615.4820928041047,537.0150946185643,574.5718014378517,586.1690463893168,597.3506073674948,566.044011907113,558.3122734300282,528.150347393979,420.21776576897366,420.04801720980794,437.44007931972914
Italy,1.B.2.c.i  Venting,701.461559503847,701.461559503847,704.9018202645389,735.2620580064706,788.481655124667,835.553445977616,826.113985146045,819.9503171703268,782.918668617745,778.129796165674,715.2803402192676,680.076880637454,630.3097588970311,608.9820939032616,571.302497456358,528.0424519043211,491.07251116963363,445.33822844213864,397.40207574270136,373.6056301858466,325.786353083463,341.11695564342267,344.4897861438372,351.54700927181375,319.53194644505487,303.30851103654896,286.3372700614604,248.58787521431825,234.82229995062943,231.7811375217182
Italy,1.B.2.c.i.1  Oil,9.6057995038469,9.6057995038469,8.91382026453877,9.26205800647057,9.54901512466704,10.07344597761595,10.77482514604506,11.21823717032684,12.2386686177449,11.56979616567398,10.32034021926766,9.43688063745384,8.42975889703108,11.38209390326158,11.46249745635796,11.20450474432111,12.5745408496336,11.89677804213872,12.0576269027014,10.7883874658466,9.42409612346301,10.52165324342271,10.94064354383715,11.12076223181371,11.33743988505484,11.8802006365489,11.2728341414604,7.74749917431823,8.54824987062945,9.65305552171822
Italy,1.B.2.c.i.2  Gas,691.85576,691.85576,695.988,726,778.93264,825.48,815.33916,808.73208,770.6800000000001,766.56,704.9599999999999,670.6400000000001,621.88,597.6,559.84,516.83794716,478.49797032000004,433.44145039999995,385.3444488399999,362.81724272,316.36225695999997,330.5953024,333.54914260000004,340.42624704,308.19450656000004,291.42831040000004,275.06443592,240.84037604000002,226.27405008,222.12808199999998
Italy,1.B.2.c.i.3  Combined,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.B.2.c.ii  Flaring,254.08773431710816,254.08773431710816,241.45090055239905,251.1799845666663,262.1582128881552,276.9516017994124,289.1350867808513,296.81690383950706,312.09625166851487,299.02939424050857,268.96055969727803,248.66938981857263,224.5261791661427,277.7431070616076,275.297040842317,265.9086296223098,287.7613918211236,270.2282708657313,268.2163419570043,241.87646261825807,211.22874153510128,233.454845794429,241.67926024547958,245.80359809568114,246.51206546205813,255.0037623934792,241.81307733251867,171.62989055465545,185.2257172591785,205.65894179801094
Italy,1.B.2.c.ii.1  Oil,181.44287951710817,181.44287951710817,168.37216055239904,174.9499845666663,180.3702856881552,190.2762017994124,203.52447498085127,211.90003543950706,231.17485166851486,218.54059424050854,194.93975969727805,178.25218981857262,159.22877916614271,214.9951070616076,216.51384084231705,211.6406451705098,237.51910493752362,224.71691857373133,227.75517482880434,203.78065213265808,178.0107045543013,198.742339042429,206.65660027247958,210.05884215648115,214.15164227325812,224.4037898014792,212.93131156091866,146.34165107045544,161.46694200077852,182.33549318801093
Italy,1.B.2.c.ii.2  Gas,72.64485479999999,72.64485479999999,73.07874,76.23,81.7879272,86.6754,85.61061179999999,84.9168684,80.9214,80.4888,74.0208,70.41720000000001,65.2974,62.748,58.78319999999999,54.2679844518,50.2422868836,45.511352292,40.4611671282,38.0958104856,33.21803698079999,34.712506752,35.022659973,35.7447559392,32.3604231888,30.599972592,28.8817657716,25.2882394842,23.7587752584,23.32344861
Italy,1.B.2.c.ii.3  Combined,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.B.2.d  Other,680.78085,680.78085,684.104175,709.4540125,609.049232,546.51245,533.7195,535.9399000000001,565.0064,591.7366,570.6794,574.5956,584.1543,581.3239,590.3946,602.1066,635.6610549246253,485.3259760099169,581.8708318357051,501.71339612574934,570.5576703005296,568.4809677470379,542.4646445523297,400.6115254926413,344.4386179111088,346.64033293093854,272.43743445806086,351.7763438978001,254.68588574384506,260.5455242925624
Italy,1.C  CO₂ Transport and Storage,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.C.1  Transport of CO₂,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.C.1.a  Pipelines,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.C.1.b  Ships,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.C.1.c  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.C.2  Injection and Storage,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.C.2.a  Injection,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.C.2.b  Storage,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,1.C.3  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,Total Amount Captured for Storage,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,Total Amount of Imports for Storage,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,Total Amount of Exports for Storage,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,Total Amount of CO₂ Injected at Storage Sites,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,"Total Leakage from Transport, Injection and Storage",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,International Bunkers,8738.529583257798,8738.529583257798,8761.397863896216,8565.031738332491,8967.630670430195,9095.066158318114,9885.959828514755,9004.207087244245,9400.127363478085,10034.516468498348,10728.465384466374,12101.848148232899,12573.906151459718,12222.727599678798,14085.20339722908,14689.057360199433,15309.245751462733,16551.492949394302,17438.38806186803,17746.673380899312,15463.274058024474,15722.829214379864,16350.359633486454,15153.169874268988,13767.555781280853,13439.112687324472,15103.131889561986,16991.57112847288,18279.35314366429,17504.311754474846
Italy,International Aviation,4284.778535957076,4284.778535957076,5130.059593156912,5069.173643479692,5224.931730515873,5397.930876560229,5799.118674787905,6150.586337833389,6221.456676952625,6764.857680899747,7474.491361307882,7955.139500770438,7861.237076825366,6808.394749737146,7919.720633448763,7960.162373670033,8491.620761447988,9217.328902166675,9776.396153832075,9391.402407297433,8275.53357235328,8817.65719195169,9221.229524873828,8934.910656432407,8878.45575270803,9030.177464963816,9573.563545731615,10301.446431460585,11166.218895037806,11645.497279144658
Italy,International Navigation,4453.751047300722,4453.751047300722,3631.338270739304,3495.858094852798,3742.698939914322,3697.135281757884,4086.8411537268494,2853.620749410857,3178.670686525461,3269.658787598601,3253.974023158492,4146.70864746246,4712.669074634352,5414.332849941651,6165.482763780316,6728.8949865294,6817.624990014745,7334.1640472276285,7661.991908035955,8355.270973601879,7187.740485671193,6905.1720224281735,7129.130108612626,6218.259217836581,4889.100028572821,4408.935222360657,5529.568343830372,6690.124697012295,7113.134248626486,5858.814475330189
Italy,Multilateral Operations,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Italy,2.  Industrial Processes and Product Use,29396.839422683537,29396.839422683537,28978.97899028554,29552.44251127968,26532.150898731263,25580.33679472355,27341.28621279945,24896.551362425656,24987.389098425174,24978.702924563597,25124.584548520346,25908.161610425897,26582.241111013864,26505.112802713043,27385.56840852136,28329.00265832874,28773.969468936364,28775.038995607672,29138.152984032353,26729.369858774622,21294.013556359172,21775.094680143724,21328.471222538454,18128.467273380444,16363.15792621263,15673.62947131461,15008.734400241525,14766.5607105419,15012.51818105048,15289.127219350781
Italy,2.A  Mineral Industry,20720.452814473672,20720.452814473672,20682.32929397367,21476.59804297367,19076.442400073673,18591.18956697367,20239.69046654367,18575.372031010695,18844.166621087443,19106.277171511192,19903.26411205122,20749.01862936315,21531.34925239929,21554.556738088075,22429.729861319618,23186.818568182352,23304.7485526273,23403.358368140245,23816.923262676206,21531.329130641727,17294.50308274672,17379.314336508312,16735.76270699377,13803.155634651803,12298.385097747212,11616.99703691016,11218.362790932066,10612.784085791884,10816.067728076365,10899.858347137388
